layer,acc_sum,acc_avg,n,family,variant,model,dataset,max_layer,rel_depth
10,0.27914951989026066,0.26085962505715593,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.35714285714285715
11,0.29926840420667583,0.26726108824874256,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.39285714285714285
12,0.2972107910379515,0.2706904435299497,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.42857142857142855
13,0.29240969364426156,0.27732053040695015,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.4642857142857143
14,0.3084133516232282,0.28143575674439875,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.5
15,0.31047096479195246,0.28212162780064015,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.5357142857142857
16,0.32030178326474623,0.29469593049839965,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.5714285714285714
17,0.3219021490626429,0.29149519890260633,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.6071428571428571
18,0.33676268861454045,0.29858253315043437,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.6428571428571429
19,0.34865112025605854,0.31572930955647005,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.6785714285714286
20,0.366026520347508,0.3319615912208505,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.7142857142857143
21,0.3904892546867855,0.36259716506630085,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.75
22,0.40626428898033834,0.3818015546410608,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.7857142857142857
23,0.4250114311842707,0.3936899862825789,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.8214285714285714
24,0.44215820759030633,0.40580704160951075,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.8571428571428571
25,0.4492455418381344,0.40009144947416553,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.8928571428571429
26,0.459304983996342,0.4099222679469593,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.9285714285714286
27,0.47142203932327387,0.4144947416552355,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.9642857142857143
28,0.5064014631915866,0.48239597622313674,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,1.0
1,0.2618059701492537,0.23073134328358208,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.03571428571428571
2,0.3210746268656717,0.2999850746268657,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.07142857142857142
3,0.3371641791044776,0.32247761194029856,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.10714285714285714
4,0.3571940298507463,0.3415074626865672,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.14285714285714285
5,0.353955223880597,0.341044776119403,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.17857142857142858
6,0.37156716417910446,0.36407462686567166,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.21428571428571427
7,0.32832835820895523,0.31350746268656715,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.25
8,0.3824626865671642,0.3696268656716418,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.2857142857142857
9,0.38202985074626866,0.36983582089552236,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.32142857142857145
10,0.3647462686567164,0.34808955223880594,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.35714285714285715
11,0.3647462686567164,0.34720895522388057,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.39285714285714285
12,0.3545671641791045,0.3302985074626866,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.42857142857142855
13,0.3575223880597015,0.33407462686567163,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.4642857142857143
14,0.35128358208955224,0.32211940298507463,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.5
15,0.35394029850746267,0.3231044776119403,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.5357142857142857
16,0.3425074626865672,0.3089253731343284,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.5714285714285714
17,0.37697014925373135,0.3478208955223881,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.6071428571428571
18,0.36238805970149257,0.33050746268656717,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.6428571428571429
19,0.369955223880597,0.3412238805970149,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.6785714285714286
20,0.3957910447761194,0.3715820895522388,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.7142857142857143
21,0.4544179104477612,0.43817910447761194,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.75
22,0.5171641791044775,0.5099850746268656,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.7857142857142857
23,0.5151940298507462,0.5082388059701493,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.8214285714285714
24,0.4909850746268657,0.4791343283582089,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.8571428571428571
25,0.5041044776119403,0.48962686567164176,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.8928571428571429
26,0.5197611940298508,0.5116417910447761,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.9285714285714286
27,0.5348955223880597,0.5226716417910447,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,0.9642857142857143
28,0.6574029850746269,0.6419402985074627,67000,Qwen-2.5-7B,it,Qwen-2.5-7B-it,blimp,28,1.0
1,0.33356195701874713,0.2553726566072245,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.03571428571428571
2,0.36579789666209417,0.3040695016003658,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.07142857142857142
3,0.3973479652491998,0.3488797439414723,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.10714285714285714
4,0.41380887059899407,0.36488340192043894,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.14285714285714285
5,0.4250114311842707,0.3786008230452675,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.17857142857142858
6,0.4302697759487883,0.39620484682213075,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.21428571428571427
7,0.438957475994513,0.3943758573388203,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.25
8,0.46684956561499774,0.43392775491540925,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.2857142857142857
9,0.48399634202103337,0.44010059442158206,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.32142857142857145
10,0.46502057613168724,0.42066758116140834,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.35714285714285715
11,0.4577046181984454,0.38477366255144035,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.39285714285714285
12,0.45016003657978965,0.36259716506630085,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.42857142857142855
13,0.4794238683127572,0.3843164151806127,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.4642857142857143
14,0.4922267946959305,0.38477366255144035,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.5
15,0.48079561042524005,0.3731138545953361,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.5357142857142857
16,0.48308184727937814,0.395976223136717,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.5714285714285714
17,0.4666209419295839,0.3770004572473708,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.6071428571428571
18,0.4826245999085505,0.4051211705532693,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.6428571428571429
19,0.48376771833561955,0.40809327846364885,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.6785714285714286
20,0.4794238683127572,0.4094650205761317,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.7142857142857143
21,0.48079561042524005,0.4398719707361683,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.75
22,0.48856881572930955,0.4396433470507545,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.7857142857142857
23,0.48079561042524005,0.4403292181069959,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.8214285714285714
24,0.4732510288065844,0.43621399176954734,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.8571428571428571
25,0.4691358024691358,0.42363968907178784,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.8928571428571429
26,0.46776406035665297,0.41883859167809784,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.9285714285714286
27,0.48102423411065387,0.418609967992684,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,0.9642857142857143
28,0.4865112025605853,0.4693644261545496,4374,Qwen-2.5-7B,it,Qwen-2.5-7B-it,ewok,28,1.0
1,0.34705970149253734,0.3237313432835821,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.027777777777777776
2,0.3960149253731344,0.3822835820895522,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.05555555555555555
3,0.4083432835820896,0.39705970149253733,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.08333333333333333
4,0.4263134328358209,0.418044776119403,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.1111111111111111
5,0.4497462686567164,0.4399402985074627,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.1388888888888889
6,0.4767910447761194,0.4681044776119403,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.16666666666666666
7,0.2418507462686567,0.22574626865671643,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.19444444444444445
8,0.25722388059701495,0.24208955223880596,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.2222222222222222
9,0.2698358208955224,0.2560746268656716,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.25
10,0.2791641791044776,0.26156716417910447,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.2777777777777778
11,0.27265671641791045,0.2566716417910448,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.3055555555555556
12,0.26807462686567163,0.2512686567164179,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.3333333333333333
13,0.2819402985074627,0.26449253731343286,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.3611111111111111
14,0.28440298507462686,0.2670746268656716,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.3888888888888889
15,0.28808955223880595,0.27410447761194034,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.4166666666666667
16,0.2896716417910448,0.2742388059701492,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.4444444444444444
17,0.29028358208955224,0.27091044776119405,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.4722222222222222
18,0.2951940298507463,0.27607462686567164,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.5
19,0.30083582089552235,0.2827910447761194,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.5277777777777778
20,0.31277611940298505,0.29465671641791047,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.5555555555555556
21,0.3235671641791045,0.30697014925373134,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.5833333333333334
22,0.32155223880597017,0.30549253731343284,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.6111111111111112
23,0.35092537313432837,0.3340597014925373,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.6388888888888888
24,0.4027761194029851,0.3852089552238806,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.6666666666666666
25,0.4369402985074627,0.41834328358208955,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.6944444444444444
26,0.4657462686567164,0.44737313432835824,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.7222222222222222
27,0.49679104477611935,0.4781791044776119,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.75
28,0.5237462686567165,0.5022537313432837,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.7777777777777778
29,0.5524179104477612,0.5307014925373135,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.8055555555555556
30,0.5628059701492537,0.541865671641791,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.8333333333333334
31,0.5719253731343285,0.5505373134328359,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.8611111111111112
32,0.5969253731343284,0.5740149253731344,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.8888888888888888
33,0.6131940298507463,0.59,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.9166666666666666
34,0.6282835820895523,0.6044626865671642,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.9444444444444444
35,0.6379402985074627,0.6158059701492538,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,0.9722222222222222
36,0.7655820895522387,0.7454029850746269,67000,Qwen-3-4B,base,Qwen-3-4B,blimp,36,1.0
1,0.3632830361225423,0.24508459076360312,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.027777777777777776
2,0.42203932327389115,0.350480109739369,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.05555555555555555
3,0.4275262917238226,0.3724279835390947,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.08333333333333333
4,0.4375857338820302,0.3904892546867855,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.1111111111111111
5,0.44215820759030633,0.386374028349337,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.1388888888888889
6,0.4510745313214449,0.4028349336991312,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.16666666666666666
7,0.3609967992684042,0.3090992226794696,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.19444444444444445
8,0.37128486511202563,0.32121627800640146,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.2222222222222222
9,0.38797439414723367,0.3299039780521262,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.25
10,0.38225880201188844,0.3200731595793324,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.2777777777777778
11,0.3868312757201646,0.3374485596707819,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.3055555555555556
12,0.39094650205761317,0.3429355281207133,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.3333333333333333
13,0.37745770461819844,0.3347050754458162,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.3611111111111111
14,0.3941472336534065,0.33996342021033377,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.3888888888888889
15,0.40169181527206216,0.35002286236854135,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.4166666666666667
16,0.4151806127114769,0.35390946502057613,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.4444444444444444
17,0.4023776863283036,0.3488797439414723,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.4722222222222222
18,0.39849108367626884,0.3559670781893004,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.5
19,0.4101508916323731,0.35436671239140377,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.5277777777777778
20,0.4101508916323731,0.3676268861454047,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.5555555555555556
21,0.4060356652949246,0.36488340192043894,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.5833333333333334
22,0.42363968907178784,0.3760859625057156,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.6111111111111112
23,0.4309556470050297,0.38065843621399176,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.6388888888888888
24,0.43712848651120256,0.4051211705532693,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.6666666666666666
25,0.46844993141289437,0.42112482853223593,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.6944444444444444
26,0.4766803840877915,0.42912665752171925,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.7222222222222222
27,0.4803383630544124,0.4309556470050297,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.75
28,0.5020576131687243,0.4508459076360311,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.7777777777777778
29,0.5153177869227252,0.4492455418381344,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.8055555555555556
30,0.5230909922267947,0.46502057613168724,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.8333333333333334
31,0.53360768175583,0.4773662551440329,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.8611111111111112
32,0.5258344764517604,0.46296296296296297,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.8888888888888888
33,0.5372656607224509,0.4718792866941015,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.9166666666666666
34,0.5326931870141747,0.4734796524919982,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.9444444444444444
35,0.5372656607224509,0.48399634202103337,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,0.9722222222222222
36,0.5272062185642432,0.49268404206675814,4374,Qwen-3-4B,base,Qwen-3-4B,ewok,36,1.0
1,0.2941194029850746,0.2640149253731343,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.027777777777777776
2,0.31817910447761194,0.2943582089552239,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.05555555555555555
3,0.3465522388059702,0.32759701492537313,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.08333333333333333
4,0.37795522388059705,0.36270149253731343,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.1111111111111111
5,0.40973134328358213,0.3962686567164179,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.1388888888888889
6,0.4444925373134328,0.43276119402985075,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.16666666666666666
7,0.44911940298507463,0.4393134328358209,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.19444444444444445
8,0.48091044776119407,0.47340298507462686,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.2222222222222222
9,0.49989552238805973,0.4958507462686567,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.25
10,0.4922537313432836,0.4871343283582089,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.2777777777777778
11,0.49277611940298505,0.48773134328358203,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.3055555555555556
12,0.4885671641791045,0.4842537313432836,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.3333333333333333
13,0.506089552238806,0.5051940298507462,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.3611111111111111
14,0.49905970149253726,0.49864179104477613,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.3888888888888889
15,0.489865671641791,0.488820895522388,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.4166666666666667
16,0.48874626865671644,0.48464179104477617,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.4444444444444444
17,0.49132835820895515,0.48947761194029854,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.4722222222222222
18,0.49679104477611935,0.49805970149253725,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.5
19,0.512089552238806,0.5136417910447761,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.5277777777777778
20,0.5101044776119403,0.5098805970149254,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.5555555555555556
21,0.5287014925373135,0.5297761194029851,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.5833333333333334
22,0.527179104477612,0.5287611940298508,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.6111111111111112
23,0.5407014925373134,0.5412835820895522,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.6388888888888888
24,0.5932537313432835,0.5917462686567164,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.6666666666666666
25,0.582134328358209,0.5767014925373135,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.6944444444444444
26,0.5985970149253732,0.5904328358208955,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.7222222222222222
27,0.6222537313432837,0.6131641791044776,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.75
28,0.6321492537313432,0.6245373134328358,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.7777777777777778
29,0.6426268656716417,0.6374328358208955,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.8055555555555556
30,0.6226865671641791,0.6175223880597015,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.8333333333333334
31,0.6208507462686568,0.6118507462686568,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.8611111111111112
32,0.6350298507462686,0.6292537313432836,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.8888888888888888
33,0.6527313432835821,0.647910447761194,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.9166666666666666
34,0.6604328358208955,0.6565223880597015,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.9444444444444444
35,0.6546268656716417,0.6476716417910447,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,0.9722222222222222
36,0.7187910447761194,0.6955373134328358,67000,Qwen-3-4B,it,Qwen-3-4B-it,blimp,36,1.0
1,0.3420210333790581,0.20530406950160038,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.027777777777777776
2,0.37059899405578417,0.29309556470050296,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.05555555555555555
3,0.39254686785550985,0.31412894375857336,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.08333333333333333
4,0.4147233653406493,0.35642432556012804,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.1111111111111111
5,0.4250114311842707,0.37219935985368086,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.1388888888888889
6,0.4332418838591678,0.3836305441243713,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.16666666666666666
7,0.4481024234110654,0.4192958390489255,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.19444444444444445
8,0.45244627343392774,0.4309556470050297,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.2222222222222222
9,0.47370827617741196,0.46364883401920437,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.25
10,0.4590763603109282,0.44261545496113397,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.2777777777777778
11,0.47050754458161864,0.44490169181527206,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.3055555555555556
12,0.46524919981710106,0.4332418838591678,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.3333333333333333
13,0.4691358024691358,0.4348422496570645,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.3611111111111111
14,0.468907178783722,0.44215820759030633,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.3888888888888889
15,0.47462277091906724,0.4515317786922725,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.4166666666666667
16,0.4871970736168267,0.464106081390032,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.4444444444444444
17,0.4771376314586191,0.45427526291723824,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.4722222222222222
18,0.4897119341563786,0.46524919981710106,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.5
19,0.4849108367626886,0.4558756287151349,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.5277777777777778
20,0.4826245999085505,0.4540466392318244,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.5555555555555556
21,0.49016918152720623,0.47005029721079106,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.5833333333333334
22,0.5025148605395519,0.4817101051668953,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.6111111111111112
23,0.5128029263831733,0.4983996342021033,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.6388888888888888
24,0.5345221764974851,0.5185185185185185,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.6666666666666666
25,0.5393232738911752,0.5187471422039324,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.6944444444444444
26,0.5409236396890718,0.5288065843621399,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.7222222222222222
27,0.5384087791495199,0.5141746684956562,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.75
28,0.5420667581161408,0.5283493369913123,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.7777777777777778
29,0.5500685871056241,0.5404663923182441,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.8055555555555556
30,0.539551897576589,0.5274348422496571,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.8333333333333334
31,0.5679012345679012,0.5585276634659351,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.8611111111111112
32,0.5635573845450389,0.5454961133973479,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.8888888888888888
33,0.5676726108824874,0.5505258344764518,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.9166666666666666
34,0.5230909922267947,0.5041152263374485,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.9444444444444444
35,0.5185185185185185,0.5064014631915866,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,0.9722222222222222
36,0.5002286236854138,0.44170096021947874,4374,Qwen-3-4B,it,Qwen-3-4B-it,ewok,36,1.0
1,0.5356716417910448,0.5288805970149254,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.05555555555555555
2,0.4692388059701493,0.4627462686567164,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.1111111111111111
3,0.4802835820895523,0.47028358208955223,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.16666666666666666
4,0.4771492537313433,0.4655820895522388,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.2222222222222222
5,0.4757910447761194,0.467044776119403,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.2777777777777778
6,0.49410447761194026,0.48562686567164176,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.3333333333333333
7,0.5002537313432837,0.49243283582089553,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.3888888888888889
